Date,Time,Bot,Symbol,Side,Amount,Price,Value,Fee,OrderID
2025-10-31,00:57:19.717,unknown,BTC/USD,SELL,0.00183,109446.6,200.29,0.000000,2287118695
2025-10-31,00:57:20.040,unknown,BTC/USD,SELL,0.00183,109518.2,200.42,0.000000,2287123894
2025-10-31,04:41:28.230,unknown,BTC/USD,SELL,0.00058,110184.2,63.91,0.000000,2287132643
2025-10-31,09:02:24.774,unknown,BTC/USD,SELL,0.001,110184.2,110.18,0.000000,2287132643
2025-10-31,09:02:24.784,unknown,BTC/USD,SELL,0.00024,110184.2,26.44,0.000000,2287132643
2025-10-31,12:05:17.512,unknown,BTC/USD,SELL,0.00181,110595.67,200.18,0.000000,2287118697
2025-10-31,14:55:08.305,unknown,BTC/USD,SELL,0.00181,110668,200.31,0.000000,2287123896
2025-11-03,04:04:18.379,unknown,BTC/USD,BUY,0.00185,107870.6,199.56,0.000000,2287143657
2025-11-03,06:48:35.778,unknown,BTC/USD,BUY,0.00187,107218.6,200.50,0.000000,2287129964
2025-11-03,15:29:01.624,unknown,BTC/USD,BUY,0.00189,106085.1,200.50,0.000000,2285872301
2025-11-03,15:31:05.343,unknown,BTC/USD,BUY,0.00189,105871,200.10,0.000000,2286642055
2025-11-03,15:31:05.390,unknown,BTC/USD,BUY,0.00189,105847.5,200.05,0.000000,2285870758
2025-11-03,15:31:05.395,unknown,BTC/USD,BUY,0.00189,105800,199.96,0.000000,2285873702
2025-11-04,05:44:28.382,unknown,BTC/USD,BUY,0.0019,105000,199.50,0.000000,2285873701
2025-11-04,05:44:28.382,unknown,BTC/USD,BUY,0.0019,105000,199.50,0.000000,2285874230
2025-11-04,08:14:52.013,unknown,BTC/USD,BUY,0.00193,103881.27,200.49,0.000000,2287248817
2025-11-04,16:21:32.623,unknown,BTC/USD,BUY,0.00195,102704.13,200.27,0.000000,2287248816
2025-11-04,17:03:08.359,unknown,BTC/USD,BUY,0.00196,102013.2,199.95,0.000000,2287155072
2025-11-04,17:09:42.854,unknown,BTC/USD,BUY,0.00197,101527,200.01,0.000000,2287248815
2025-11-04,17:17:32.905,unknown,BTC/USD,BUY,0.00198,100844,199.67,0.000000,2287155071
2025-11-04,21:31:49.231,unknown,BTC/USD,BUY,0.002,99773,199.55,0.000000,2287132171
2025-11-04,21:42:35.572,unknown,BTC/USD,BUY,0.00202,99105,200.19,0.000000,2287118011
2025-11-15,11:35:02.506,unknown,BTC/USD,SELL,0.053,95723.57,5073.35,0.000515,2291788115
2025-11-15,11:35:02.506,unknown,BTC/USD,SELL,0.00005,95698.59,4.78,0.000000,2291788115
2025-11-15,11:35:02.506,unknown,BTC/USD,SELL,0.00002,95666.08,1.91,0.000000,2291788115
2025-11-15,11:35:02.506,unknown,BTC/USD,SELL,0.00005,95650,4.78,0.000000,2291788115
2025-11-15,11:35:02.506,unknown,BTC/USD,SELL,0.00013,95643.84,12.43,0.000001,2291788115
2025-11-15,11:35:02.506,unknown,BTC/USD,SELL,0.0087,95613.77,831.84,0.000084,2291788115
2025-11-15,20:43:38.964,unknown,BTC/USD,BUY,0.00209,95541.73,199.68,0.000000,2291835224
2025-11-15,20:51:21.822,unknown,BTC/USD,BUY,0.001,95317.4,95.32,0.000000,2291793508
2025-11-15,20:51:37.757,unknown,BTC/USD,BUY,0.0011,95317.4,104.85,0.000000,2291793508
2025-11-15,20:52:44.958,unknown,BTC/USD,BUY,0.0021,95252.27,200.03,0.000000,2291793230
2025-11-15,20:54:22.786,unknown,BTC/USD,BUY,0.00083,95135.4,78.96,0.000000,2291790575
2025-11-15,20:56:23.033,unknown,BTC/USD,BUY,0.00087,95135.4,82.77,0.000000,2291790575
2025-11-15,20:56:51.333,unknown,BTC/USD,BUY,0.0004,95135.4,38.05,0.000000,2291790575
2025-11-16,01:01:32.324,unknown,BTC/USD,BUY,0.0021,95104.07,199.72,0.000000,2291792186
2025-11-16,01:01:34.075,unknown,BTC/USD,BUY,0.00024,95086.13,22.82,0.000000,2291791252
2025-11-16,01:40:19.746,unknown,BTC/USD,BUY,0.00186,95086.13,176.86,0.000000,2291791252
2025-11-16,15:57:13.417,unknown,BTC/USD,BUY,0.00212,94517.2,200.38,0.000000,2291835223
2025-11-16,16:24:45.446,unknown,BTC/USD,BUY,0.00212,94295.2,199.91,0.000000,2291793507
2025-11-16,16:27:09.172,unknown,BTC/USD,BUY,0.00212,94230.8,199.77,0.000000,2291793229
2025-11-16,17:44:53.137,unknown,BTC/USD,BUY,0.00213,94115.2,200.47,0.000000,2291790574
2025-11-16,17:44:53.137,unknown,BTC/USD,BUY,0.00213,94084.2,200.40,0.000000,2291792185
2025-11-16,17:44:53.383,unknown,BTC/USD,BUY,0.00213,94066.4,200.36,0.000000,2291791250
2025-11-16,21:43:54.253,unknown,BTC/USD,BUY,0.00214,93507.67,200.11,0.000000,2291835323
2025-11-16,21:43:56.214,unknown,BTC/USD,BUY,0.00214,93492.67,200.07,0.000000,2291835221
2025-11-16,22:04:13.848,unknown,BTC/USD,BUY,0.00027,93273,25.18,0.000000,2291793506
2025-11-16,22:04:26.463,unknown,BTC/USD,BUY,0.00023,93273,21.45,0.000000,2291793506
2025-11-16,22:04:32.771,unknown,BTC/USD,BUY,0.00164,93273,152.97,0.000000,2291793506
2025-11-16,22:05:05.324,unknown,BTC/USD,BUY,0.00215,93209.33,200.40,0.000000,2291793228
2025-11-16,23:02:51.798,unknown,BTC/USD,BUY,0.00215,93095,200.15,0.000000,2291790570
2025-11-16,23:02:53.215,unknown,BTC/USD,BUY,0.00215,93064.33,200.09,0.000000,2291792184
2025-11-16,23:02:54.343,unknown,BTC/USD,BUY,0.00215,93046.67,200.05,0.000000,2291791248
2025-11-16,23:51:36.276,unknown,BTC/USD,SELL,0.00032,94517.2,30.25,0.000000,2292106660
2025-11-17,00:27:02.473,unknown,BTC/USD,SELL,0.0018,94517.2,170.13,0.000000,2292106660
2025-11-17,07:37:40.543,unknown,BTC/USD,SELL,0.00095,95541.73,90.76,0.000000,2292011673
2025-11-17,07:37:42.217,unknown,BTC/USD,SELL,0.00114,95541.73,108.92,0.000000,2292011673
2025-11-17,13:29:06.075,unknown,BTC/USD,BUY,0.00212,94517.2,200.38,0.000000,2292225594
2025-11-17,14:36:47.142,unknown,BTC/USD,SELL,0.00209,95541.73,199.68,0.000000,2292263499
2025-11-17,15:08:31.907,unknown,BTC/USD,BUY,0.00212,94517.2,200.38,0.000000,2292297293
2025-11-17,16:06:19.344,unknown,BTC/USD,BUY,0.00214,93492.67,200.07,0.000000,2292155023
2025-11-17,18:30:00.574,unknown,BTC/USD,BUY,0.00166,92482.93,153.52,0.000000,2291835321
2025-11-17,18:30:01.345,unknown,BTC/USD,BUY,0.00041,92482.93,37.92,0.000000,2291835321
2025-11-17,18:30:07.499,unknown,BTC/USD,BUY,0.00009,92482.93,8.32,0.000000,2291835321
2025-11-17,18:30:23.719,unknown,BTC/USD,BUY,0.00216,92468.13,199.73,0.000000,2291835220
2025-11-17,19:16:37.624,unknown,BTC/USD,BUY,0.00217,92250.8,200.18,0.000000,2291793505
2025-11-17,19:19:39.688,unknown,BTC/USD,BUY,0.00217,92187.87,200.05,0.000000,2291793227
2025-11-17,19:25:28.161,unknown,BTC/USD,BUY,0.00048,92074.8,44.20,0.000000,2291790569
2025-11-17,19:26:32.690,unknown,BTC/USD,BUY,0.00169,92074.8,155.61,0.000000,2291790569
2025-11-17,19:32:11.624,unknown,BTC/USD,BUY,0.00217,92044.47,199.74,0.000000,2291792183
2025-11-17,19:32:32.975,unknown,BTC/USD,BUY,0.00217,92026.93,199.70,0.000000,2291791247
2025-11-17,20:02:29.541,unknown,BTC/USD,BUY,0.00136,91458.2,124.38,0.000000,2291835319
2025-11-17,20:02:30.162,unknown,BTC/USD,BUY,0.00083,91458.2,75.91,0.000000,2291835319
2025-11-17,20:02:30.270,unknown,BTC/USD,BUY,0.00219,91443.6,200.26,0.000000,2291835219
2025-11-18,02:06:04.663,unknown,BTC/USD,BUY,0.00219,91228.6,199.79,0.000000,2291793504
2025-11-18,02:13:15.026,unknown,BTC/USD,BUY,0.00219,91166.4,199.65,0.000000,2291793226
2025-11-18,02:16:21.060,unknown,BTC/USD,BUY,0.00007,91054.6,6.37,0.000000,2291790568
2025-11-18,02:16:44.275,unknown,BTC/USD,BUY,0.00213,91054.6,193.95,0.000000,2291790568
2025-11-18,02:16:51.117,unknown,BTC/USD,BUY,0.0022,91024.6,200.25,0.000000,2291792182
2025-11-18,02:16:51.228,unknown,BTC/USD,BUY,0.0022,91007.2,200.22,0.000000,2291791246
2025-11-18,03:04:13.731,unknown,BTC/USD,BUY,0.00221,90433.47,199.86,0.000000,2291835318
2025-11-18,03:04:13.731,unknown,BTC/USD,BUY,0.00221,90419.07,199.83,0.000000,2291835218
2025-11-18,03:24:13.976,unknown,BTC/USD,BUY,0.00222,90206.4,200.26,0.000000,2291793503
2025-11-18,03:26:23.044,unknown,BTC/USD,BUY,0.00222,90144.93,200.12,0.000000,2291793225
2025-11-18,03:30:40.286,unknown,BTC/USD,BUY,0.00222,90034.4,199.88,0.000000,2291790567
2025-11-18,03:30:43.514,unknown,BTC/USD,BUY,0.00222,90004.73,199.81,0.000000,2291792181
2025-11-18,03:30:52.979,unknown,BTC/USD,BUY,0.00222,89987.47,199.77,0.000000,2291791245
2025-11-18,04:47:30.553,unknown,BTC/USD,BUY,0.00224,89408.73,200.28,0.000000,2291835317
2025-11-18,04:47:30.553,unknown,BTC/USD,BUY,0.00224,89394.53,200.24,0.000000,2291835215
2025-11-18,07:46:20.480,unknown,BTC/USD,SELL,0.00063,90419.06,56.96,0.000000,2292638161
2025-11-18,07:48:21.220,unknown,BTC/USD,SELL,0.00056,90419.06,50.63,0.000000,2292638161
2025-11-18,08:00:22.686,unknown,BTC/USD,SELL,0.00102,90419.06,92.23,0.000000,2292638161
2025-11-18,11:41:57.693,unknown,BTC/USD,SELL,0.00015,91443.6,13.72,0.000000,2292593266
2025-11-18,11:42:02.948,unknown,BTC/USD,SELL,0.00027,91443.6,24.69,0.000000,2292593266
2025-11-18,11:42:07.687,unknown,BTC/USD,SELL,0.00027,91443.6,24.69,0.000000,2292593266
2025-11-18,11:42:11.864,unknown,BTC/USD,SELL,0.00027,91443.6,24.69,0.000000,2292593266
2025-11-18,11:42:22.272,unknown,BTC/USD,SELL,0.00123,91443.6,112.48,0.000000,2292593266
2025-11-18,15:20:23.861,unknown,BTC/USD,SELL,0.00215,92468.13,198.81,0.000000,2292470569
2025-11-18,15:20:24.857,unknown,BTC/USD,SELL,0.00001,92468.13,0.92,0.000000,2292470569
2025-11-18,16:28:25.485,unknown,BTC/USD,SELL,0.00214,93492.66,200.07,0.000000,2292430563
2025-11-18,21:54:11.993,unknown,BTC/USD,BUY,0.00002,92468.13,1.85,0.000000,2292849548
2025-11-18,21:54:19.610,unknown,BTC/USD,BUY,0.00214,92468.13,197.88,0.000000,2292849548
2025-11-19,04:32:17.456,unknown,BTC/USD,BUY,0.00219,91443.6,200.26,0.000000,2292810215
2025-11-19,05:41:38.360,unknown,BTC/USD,BUY,0.00221,90419.07,199.83,0.000000,2292741023
2025-11-19,15:04:03.878,unknown,BTC/USD,SELL,0.00218,91819.6,200.17,0.000000,2293086786
2025-11-19,15:04:03.878,unknown,BTC/USD,SELL,0.00218,91828.67,200.19,0.000000,2293087560
2025-11-19,15:31:13.609,unknown,BTC/USD,BUY,0.0022,90854.34,199.88,0.000000,2293108368
2025-11-19,17:13:00.827,unknown,BTC/USD,BUY,0.00224,89394.53,200.24,0.000000,2292697146
2025-11-19,17:33:39.583,unknown,BTC/USD,BUY,0.00224,89184.2,199.77,0.000000,2291793501
2025-11-19,17:34:37.623,unknown,BTC/USD,BUY,0.00224,89123.47,199.64,0.000000,2291793224
2025-11-19,17:37:34.154,unknown,BTC/USD,BUY,0.00225,89014.2,200.28,0.000000,2291790566
2025-11-19,17:37:47.118,unknown,BTC/USD,BUY,0.00006,88984.87,5.34,0.000000,2291792180
2025-11-19,17:37:47.146,unknown,BTC/USD,BUY,0.00219,88984.87,194.88,0.000000,2291792180
2025-11-19,17:37:47.146,unknown,BTC/USD,BUY,0.00225,88967.73,200.18,0.000000,2291791244
2025-11-20,00:30:10.574,unknown,BTC/USD,SELL,0.00218,91828.67,200.19,0.000000,2293120539
2025-11-20,04:58:07.565,unknown,BTC/USD,SELL,0.00216,92719.87,200.27,0.000000,2292973736
2025-11-20,04:59:23.811,unknown,BTC/USD,SELL,0.00216,92793.8,200.43,0.000000,2293086787
2025-11-20,04:59:23.904,unknown,BTC/USD,SELL,0.00216,92803,200.45,0.000000,2293087561
2025-11-20,06:44:10.753,unknown,BTC/USD,BUY,0.0002,91828.67,18.37,0.000000,2293411130
2025-11-20,06:44:20.652,unknown,BTC/USD,BUY,0.00021,91828.67,19.28,0.000000,2293411130
2025-11-20,06:44:30.357,unknown,BTC/USD,BUY,0.00021,91828.67,19.28,0.000000,2293411130
2025-11-20,06:44:38.659,unknown,BTC/USD,BUY,0.00156,91828.67,143.25,0.000000,2293411130
2025-11-20,14:08:04.597,unknown,BTC/USD,BUY,0.00033,90854.34,29.98,0.000000,2293335621
2025-11-20,14:08:18.571,unknown,BTC/USD,BUY,0.00003,90854.34,2.73,0.000000,2293335621
2025-11-20,14:09:00.822,unknown,BTC/USD,BUY,0.00184,90854.34,167.17,0.000000,2293335621
2025-11-20,16:22:22.463,unknown,BTC/USD,BUY,0.00226,88384,199.75,0.000000,2291835316
2025-11-20,16:22:23.186,unknown,BTC/USD,BUY,0.00226,88370,199.72,0.000000,2291835214
2025-11-20,16:42:47.784,unknown,BTC/USD,BUY,0.0001,88162,8.82,0.000000,2291793499
2025-11-20,16:42:50.120,unknown,BTC/USD,BUY,0.00217,88162,191.31,0.000000,2291793499
2025-11-20,16:47:05.111,unknown,BTC/USD,BUY,0.00227,88102,199.99,0.000000,2291793223
2025-11-20,16:59:10.404,unknown,BTC/USD,BUY,0.00196,87994,172.47,0.000000,2291790565
2025-11-20,16:59:17.884,unknown,BTC/USD,BUY,0.00006,87994,5.28,0.000000,2291790565
2025-11-20,16:59:18.669,unknown,BTC/USD,BUY,0.00025,87994,22.00,0.000000,2291790565
2025-11-20,16:59:18.669,unknown,BTC/USD,BUY,0.00227,87965,199.68,0.000000,2291792179
2025-11-20,16:59:18.669,unknown,BTC/USD,BUY,0.00227,87948,199.64,0.000000,2291791243
2025-11-20,21:44:18.252,unknown,BTC/USD,SELL,0.00143,87453.47,125.06,0.000000,2293744059
2025-11-20,21:45:02.491,unknown,BTC/USD,SELL,0.00086,87453.47,75.21,0.000000,2293744059
2025-11-20,21:47:17.813,unknown,BTC/USD,SELL,0.00111,87544.93,97.17,0.000000,2293682644
2025-11-20,21:48:18.391,unknown,BTC/USD,SELL,0.00068,87544.93,59.53,0.000000,2293682644
2025-11-20,21:48:19.879,unknown,BTC/USD,SELL,0.00017,87544.93,14.88,0.000000,2293682644
2025-11-20,21:48:50.363,unknown,BTC/USD,SELL,0.00032,87544.93,28.01,0.000000,2293682644
2025-11-21,02:12:09.927,unknown,BTC/USD,BUY,0.00231,86525.54,199.87,0.000000,2293777629
2025-11-21,10:03:08.541,unknown,BTC/USD,BUY,0.00244,81971.73,200.01,0.000000,2293681893
2025-11-21,12:23:31.976,unknown,BTC/USD,BUY,0.00092,81042.87,74.56,0.000000,2293681887
2025-11-21,12:23:32.528,unknown,BTC/USD,BUY,0.00155,81042.87,125.62,0.000000,2293681887
2025-11-22,22:51:58.365,unknown,BTC/USD,SELL,0.00143,84889.33,121.39,0.000000,2294957485
2025-11-22,22:52:11.894,unknown,BTC/USD,SELL,0.00052,84889.33,44.14,0.000000,2294957485
2025-11-22,22:52:15.722,unknown,BTC/USD,SELL,0.0001,84889.33,8.49,0.000000,2294957485
2025-11-22,22:52:15.945,unknown,BTC/USD,SELL,0.00031,84889.33,26.32,0.000000,2294957485
2025-11-22,22:52:23.627,unknown,BTC/USD,SELL,0.00235,84944.67,199.62,0.000000,2294953451
2025-11-23,01:40:28.338,unknown,BTC/USD,SELL,0.00233,85790,199.89,0.000000,2294957492
2025-11-23,01:42:42.053,unknown,BTC/USD,SELL,0.00233,85846,200.02,0.000000,2294953463
2025-11-23,04:21:02.945,unknown,BTC/USD,SELL,0.0001,86690.67,8.67,0.000000,2294957493
2025-11-23,04:21:07.037,unknown,BTC/USD,SELL,0.0001,86690.67,8.67,0.000000,2294957493
2025-11-23,04:21:11.400,unknown,BTC/USD,SELL,0.0001,86690.67,8.67,0.000000,2294957493
2025-11-23,04:21:13.535,unknown,BTC/USD,SELL,0.00201,86690.67,174.25,0.000000,2294957493
2025-11-23,04:21:15.886,unknown,BTC/USD,SELL,0.00231,86747.33,200.39,0.000000,2294953464
2025-11-23,16:08:06.310,unknown,BTC/USD,SELL,0.00229,87453.47,200.27,0.000000,2293871364
2025-11-23,19:33:31.514,unknown,BTC/USD,SELL,0.00015,87591.33,13.14,0.000000,2294957494
2025-11-23,19:35:48.896,unknown,BTC/USD,SELL,0.00025,87591.33,21.90,0.000000,2294957494
2025-11-23,19:35:48.950,unknown,BTC/USD,SELL,0.00188,87591.33,164.67,0.000000,2294957494
2025-11-23,19:35:49.045,unknown,BTC/USD,SELL,0.00211,87648.67,184.94,0.000000,2294953465
2025-11-23,19:35:51.153,unknown,BTC/USD,SELL,0.00017,87648.67,14.90,0.000000,2294953465
2025-11-24,17:58:57.820,unknown,BTC/USD,SELL,0.00226,88381.4,199.74,0.000000,2293744071
2025-11-24,18:07:11.825,unknown,BTC/USD,SELL,0.00226,88473.8,199.95,0.000000,2293682651
2025-11-24,18:07:54.526,unknown,BTC/USD,SELL,0.00226,88550,200.12,0.000000,2294953469
2025-11-26,17:42:47.649,unknown,BTC/USD,SELL,0.00019,89309.33,16.97,0.000000,2293744086
2025-11-26,17:42:52.011,unknown,BTC/USD,SELL,0.00005,89309.33,4.47,0.000000,2293744086
2025-11-26,17:42:54.691,unknown,BTC/USD,SELL,0.002,89309.33,178.62,0.000000,2293744086
2025-11-26,17:44:28.124,unknown,BTC/USD,SELL,0.00224,89402.67,200.26,0.000000,2293682658
2025-11-26,17:45:08.118,unknown,BTC/USD,SELL,0.00224,89451.33,200.37,0.000000,2294953480
2025-11-26,18:16:36.695,unknown,BTC/USD,SELL,0.00222,90237.27,200.33,0.000000,2293744100
2025-11-26,18:26:50.590,unknown,BTC/USD,SELL,0.0001,90331.53,9.03,0.000000,2293682662
2025-11-26,18:27:11.933,unknown,BTC/USD,SELL,0.00022,90331.53,19.87,0.000000,2293682662
2025-11-26,18:27:23.702,unknown,BTC/USD,SELL,0.00029,90331.53,26.20,0.000000,2293682662
2025-11-26,18:27:28.412,unknown,BTC/USD,SELL,0.0016,90331.53,144.53,0.000000,2293682662
2025-11-26,18:27:35.207,unknown,BTC/USD,SELL,0.00221,90352.67,199.68,0.000000,2294953482
2025-11-27,01:56:12.925,unknown,BTC/USD,BUY,0.00011,90710,9.98,0.000001,2296811924
2025-11-27,02:06:16.950,unknown,BTC/USD,BUY,0.0001,91009.32,9.10,0.000001,2296818933
2025-11-27,02:06:17.148,unknown,BTC/USD,BUY,0.0001,91009.32,9.10,0.000001,2296818934
2025-11-27,02:07:42.466,unknown,BTC/USD,SELL,0.00007,90990.31,6.37,0.000001,2296819837
2025-11-27,02:07:42.466,unknown,BTC/USD,SELL,0.00003,90974.89,2.73,0.000000,2296819837
2025-11-27,02:16:31.939,unknown,BTC/USD,BUY,0.0001,91082.09,9.11,0.000000,2296823282
2025-11-27,02:42:20.757,unknown,BTC/USD,BUY,0.00004,91699.06,3.67,0.000000,2296835804
2025-11-27,02:42:22.211,unknown,BTC/USD,BUY,0.00006,91699.06,5.50,0.000000,2296835804
2025-11-27,02:56:12.708,unknown,BTC/USD,BUY,0.00004,91506.67,3.66,0.000001,2296843833
2025-11-27,02:56:12.708,unknown,BTC/USD,BUY,0.00006,91507.67,5.49,0.000001,2296843833
2025-11-27,02:58:15.059,unknown,BTC/USD,SELL,0.0001,91382.51,9.14,0.000001,2296844975
2025-11-27,03:08:22.357,unknown,BTC/USD,BUY,0.0001,91558.54,9.16,0.000001,2296847780
2025-11-27,03:24:00.407,unknown,BTC/USD,BUY,0.0001,91513.42,9.15,0.000000,2296854429
2025-11-27,03:44:37.889,unknown,BTC/USD,SELL,0.0001,91073.05,9.11,0.000001,2296861133
2025-11-27,03:44:38.091,unknown,BTC/USD,SELL,0.0001,91073.07,9.11,0.000001,2296861139
2025-11-27,05:41:31.225,unknown,BTC/USD,SELL,0.0001,91006.65,9.10,0.000001,2296893978
2025-11-27,05:42:09.807,unknown,BTC/USD,SELL,0.00004,90958.73,3.64,0.000000,2296894564
2025-11-27,05:42:09.807,unknown,BTC/USD,SELL,0.00006,90957.73,5.46,0.000001,2296894564
2025-11-27,11:24:12.613,unknown,BTC/USD,BUY,0.00003,91474.95,2.74,0.000000,2296967809
2025-11-27,11:24:15.184,unknown,BTC/USD,SELL,0.00003,91474.95,2.74,0.000000,2296967821
2025-11-27,11:24:15.184,unknown,BTC/USD,SELL,0.00007,91460.65,6.40,0.000001,2296967821
2025-11-27,13:16:57.395,unknown,BTC/USD,SELL,0.00011,90646.83,9.97,0.000001,2296991242
2025-11-27,19:00:09.996,unknown,BTC/USD,BUY,0.00768,91831.17,705.26,0.000000,2297077412
2025-11-27,19:03:45.256,unknown,BTC/USD,BUY,0.00709,91718.43,650.28,0.000000,2297074898
2025-11-27,19:03:45.402,unknown,BTC/USD,BUY,0.00059,91718.43,54.11,0.000000,2297074898
2025-11-27,19:16:24.781,unknown,BTC/USD,BUY,0.00766,91691.76,702.36,0.000000,2297082837
2025-11-27,21:18:18.983,unknown,BTC/USD,SELL,0.00768,91547.46,703.08,0.000075,2297140141
2025-11-27,21:18:19.383,unknown,BTC/USD,SELL,0.00768,91547.46,703.08,0.000075,2297140142
2025-11-28,01:12:58.102,unknown,BTC/USD,BUY,0.00024,90954.33,21.83,0.000000,2297130543
2025-11-28,01:14:01.078,unknown,BTC/USD,BUY,0.00196,90954.33,178.27,0.000000,2297130543
2025-11-28,04:11:05.295,unknown,BTC/USD,SELL,0.00219,91415.47,200.20,0.000000,2297210975
2025-11-28,10:54:52.230,unknown,BTC/USD,SELL,0.00003,91844.73,2.76,0.000000,2297136816
2025-11-28,11:01:56.835,unknown,BTC/USD,SELL,0.00215,91844.73,197.47,0.000000,2297136816
2025-11-28,11:01:57.936,unknown,BTC/USD,SELL,0.00003,91856.8,2.76,0.000000,2297179504
2025-11-28,11:01:58.117,unknown,BTC/USD,SELL,0.00215,91856.8,197.49,0.000000,2297179504
2025-11-28,11:02:21.180,unknown,BTC/USD,SELL,0.00218,91929.67,200.41,0.000000,2297130544
2025-11-28,13:47:23.209,unknown,BTC/USD,SELL,0.00217,91989,199.62,0.000000,2297172952
2025-11-28,13:47:23.337,unknown,BTC/USD,SELL,0.00217,92006.6,199.65,0.000000,2297140162
2025-11-28,13:47:23.531,unknown,BTC/USD,SELL,0.00217,92035.73,199.72,0.000000,2297142814
2025-11-28,14:25:52.112,unknown,BTC/USD,SELL,0.00023,92819.2,21.35,0.000000,2297136836
2025-11-28,14:26:14.368,unknown,BTC/USD,SELL,0.00088,92819.2,81.68,0.000000,2297136836
2025-11-28,14:26:24.659,unknown,BTC/USD,SELL,0.00023,92819.2,21.35,0.000000,2297136836
2025-11-28,14:26:26.053,unknown,BTC/USD,SELL,0.00081,92819.2,75.18,0.000000,2297136836
2025-11-28,14:27:01.596,unknown,BTC/USD,SELL,0.00215,92831.4,199.59,0.000000,2297179507
2025-11-28,14:27:52.540,unknown,BTC/USD,SELL,0.00215,92905,199.75,0.000000,2297130545
2025-11-28,14:27:56.678,unknown,BTC/USD,SELL,0.00215,92965,199.87,0.000000,2297172953
2025-11-28,14:27:56.678,unknown,BTC/USD,SELL,0.00215,92982.8,199.91,0.000000,2297140165
2025-11-28,14:28:05.055,unknown,BTC/USD,SELL,0.00215,93012.2,199.98,0.000000,2297142815
2025-11-29,05:08:02.453,unknown,BTC/USD,SELL,0.001,90834.58,90.83,0.000010,2297797655
2025-11-29,05:08:02.453,unknown,BTC/USD,SELL,0.001,90834.58,90.83,0.000010,2297797655
2025-11-29,05:08:02.453,unknown,BTC/USD,SELL,0.00003,90833.58,2.73,0.000000,2297797655
2025-11-29,05:08:02.453,unknown,BTC/USD,SELL,0.001,90823.58,90.82,0.000010,2297797655
2025-11-29,05:08:02.453,unknown,BTC/USD,SELL,0.001,90823.58,90.82,0.000010,2297797655
2025-11-29,05:08:02.453,unknown,BTC/USD,SELL,0.05072,90807.45,4605.75,0.460575,2297797655
2025-11-29,06:34:48.504,unknown,BTC/USD,BUY,0.00221,90390.33,199.76,0.000000,2297813555
2025-11-29,06:34:49.197,unknown,BTC/USD,BUY,0.00003,90385.33,2.71,0.000000,2297801838
2025-11-29,15:35:31.448,unknown,BTC/USD,SELL,0.00005,90857.98,4.54,0.000000,2297930673
2025-11-29,18:13:01.930,unknown,BTC/USD,BUY,0.00218,90385.33,197.04,0.000000,2297801838
2025-11-29,18:13:03.172,unknown,BTC/USD,BUY,0.00221,90323.2,199.61,0.000000,2297797672
2025-11-30,08:23:57.808,unknown,BTC/USD,SELL,0.00219,91359.66,200.08,0.000000,2297827003
2025-11-30,09:14:03.676,unknown,BTC/USD,SELL,0.00097,91606.4,88.86,0.000000,2298025827
2025-12-01,00:07:49.468,unknown,BTC/USD,BUY,0.00224,89421,200.30,0.000000,2297813554
2025-12-01,00:07:49.468,unknown,BTC/USD,BUY,0.00224,89416,200.29,0.000000,2297801827
2025-12-01,00:08:06.428,unknown,BTC/USD,BUY,0.00224,89354.6,200.15,0.000000,2297797670
2025-12-01,00:30:07.455,unknown,BTC/USD,BUY,0.00226,88451.67,199.90,0.000000,2297813552
2025-12-01,00:30:07.455,unknown,BTC/USD,BUY,0.00226,88446.67,199.89,0.000000,2297801820
2025-12-01,00:30:22.056,unknown,BTC/USD,BUY,0.00076,88386,67.17,0.000000,2297797669
2025-12-01,00:30:44.079,unknown,BTC/USD,BUY,0.0015,88386,132.58,0.000000,2297797669
2025-12-01,00:51:12.398,unknown,BTC/USD,BUY,0.00229,87482.33,200.33,0.000000,2297813550
2025-12-01,00:51:12.398,unknown,BTC/USD,BUY,0.00229,87477.33,200.32,0.000000,2297801816
2025-12-01,00:51:12.398,unknown,BTC/USD,BUY,0.00229,87417.4,200.19,0.000000,2297797666
2025-12-01,03:10:25.782,unknown,BTC/USD,BUY,0.00231,86513,199.85,0.000000,2297813548
2025-12-01,03:10:26.659,unknown,BTC/USD,BUY,0.00231,86508,199.83,0.000000,2297801810
2025-12-01,03:16:19.833,unknown,BTC/USD,BUY,0.00231,86448.8,199.70,0.000000,2297797664
2025-12-01,12:42:54.300,unknown,BTC/USD,BUY,0.00234,85543.67,200.17,0.000000,2297813547
2025-12-01,12:42:55.727,unknown,BTC/USD,BUY,0.00234,85538.67,200.16,0.000000,2297801806
2025-12-01,12:43:05.203,unknown,BTC/USD,BUY,0.00234,85480.2,200.02,0.000000,2297797662
2025-12-01,15:34:29.300,unknown,BTC/USD,BUY,0.00236,84574.33,199.60,0.000000,2297813546
2025-12-01,15:34:29.300,unknown,BTC/USD,BUY,0.00236,84569.33,199.58,0.000000,2297801801
2025-12-01,15:34:44.609,unknown,BTC/USD,BUY,0.00237,84511.6,200.29,0.000000,2297797661
2025-12-01,19:07:34.367,unknown,BTC/USD,BUY,0.00815,84992.02,692.68,0.000001,2298979377
2025-12-01,19:15:00.551,unknown,BTC/USD,BUY,0.00584,85115.65,497.08,0.000001,2298985062
2025-12-01,19:32:00.556,unknown,BTC/USD,BUY,0.00269,84737.33,227.94,0.000000,2298998652
